,Course,Course URL,Subject,Last Offered,Course Title,Credits Offered,Assessment of Sustainability Focused or Inclusive,Offered to UG/G/Both or Other,Justification for classification (including quotes from syllabi/course descriptions where applicable),Description,Course Home Department,Last Catalog Year Reviewed,Unnamed: 12,"The courses were counted using catalog listings with language that is aligned with the Earth Charter, covering topics such as ecological integrity, social and economic justice, and democracy and nonviolence.  Course descriptions that included terms like ""environment,"" ""sustainable/sustainability,"" and ""energy"" were counted as Sustainability-Focused courses, and the other courses that address a topic from the Earth Charter but are not centrally-focused on sustainability were considered Sustainability-Included courses.",Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
4664,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=342&p_subj=HIST,342,,Modern China,3,,UG,,"Description: A survey of Chinese history from c. 1800 to the present, focusing on the related themes of imperialism, nationalism, modernization and revolution. ",,2021-2022,,,,,,
4665,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=343&p_subj=HIST,343,,Africa In The Museum,3,,UG,,"Description: Provides students with an opportunity to examine the history of Africa in modern museums through readings, discussions, and analyses of exhibits. ",,2021-2022,,,,,,
4666,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=344&p_subj=HIST,344,,European Reformations,3,,UG,,"Description: In the 16th century Europe's house divided. This juncture in the history of Christianity had extraordinary consequences for the modern world. The course traces the impact of Protestant and Catholic reform movements on politics, society and culture and on Europe's engagements with the rest of the world. ",,2021-2022,,,,,,
4667,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=353&p_subj=HIST,353,,History Of Sensation,3,,UG,,"Description: This class offers a deep history of sensation. It opens a window into how scientists, philosophers, medical practitioners, and neurophysiologists developed theories of touching, tasting, smelling, hearing, and seeing. Students will learn about the history of using animal models to inform human sensation, as well as the medical consequences of sensations that failed to fit neat categories of sensing. ",,2021-2022,,,,,,
4668,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=356&p_subj=HIST,356,,"German History, 1945 - Present",3,,UG,,"Description: Course examines German politics and societies under Allied administration, West and East Germany 1949-1989, and the Federal Republic since 1990. Topics include democracy; post-1945 responses to Nazism; political economies; challenges of the ""new social movements;"" and national identity in context of European unification and global migration. ",,2021-2022,,,,,,
4669,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=357&p_subj=HIST,357,,Jews & Christians-Medieval Eur,3,,UG,,"Description: Course will focus on Jewish-Christian coexistence in medieval Europe.  Will examine the Jews' legal status in Christendom, their communal life, economic activities, intellectual achievements, while also focusing on the complex dynamics of Jewish-Christian interaction, and the shifting patterns of persecution and acceptance. Cross-list: MDEM 357.",,2021-2022,,,,,,
4670,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=361&p_subj=HIST,361,,"Tudors And Stuarts, 1485-1707",3,,UG,,"An error occurred: HTTPSConnectionPool(host='courses.rice.edu', port=443): Read timed out. (read timeout=1)",,2021-2022,,,,,,
4671,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=370&p_subj=HIST,370,,European Intellectual History,3,,UG,,"Description: Survey of major thinkers and intellectual movements from the scientific revolution to the French Revolution.  Includes the use of primary and secondary sources to establish the main contours of philosophical, political, and cultural expression and to relate them to their historical context.  ",,2021-2022,,,,,,
4672,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=378&p_subj=HIST,378,,Modern Arab History,3,,UG,,"Description: Survey of the history and culture of the Arab world from World War I to the present.  Topics include colonialism and nationalism, modern secular and Islamist politics and the ""Arab Spring."" Equivalency: HIST 278. Mutually Exclusive: Cannot register for HIST 378 if student has credit for HIST 278. ",,2021-2022,,,,,,
4673,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=381&p_subj=HIST,381,,"God, Time And History",3,,UG,,"Description: How is the passage of time given meaning, and what role - if any- is assigned to divinity in shaping the direction of events? Course explores various forms of recording and interpreting events, drawing from ancient Mesopotamia, Israel, and the Greco-Roman world - the cultures in which modern ideas of history began. Cross-list: RELI 385.",,2021-2022,,,,,,
4674,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=390&p_subj=HIST,390,,Journal Publishing Workshop,2,,UG,,"Description: Participants will explore scholarly communication through hands-on-work running the university's new undergraduate history journal, talking with editors, and discussing readings. Tasks include preparing to publish the journal’s annual issues, refining the workflow, issuing a call for papers, and promoting the journal.  Repeatable for Credit. ",,2021-2022,,,,,,
4675,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=392&p_subj=HIST,392,,Pre-Mod Political Thought,3,,UG,,Description: Examining major texts from Cicero's De Officiis (CCE 44) to Locke's Two Treatises (1689 CE) shows how significant political questions emerged from specific historical contexts and developed over time. Writing intensive. Students will have weekly meetings in groups of three at an agreed-upon time (inclusive of the regular class meeting time). ,,2021-2022,,,,,,
4676,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=395&p_subj=HIST,395,,The American South,3,,UG,,Description: An enriched version of HIST 295. Equivalency: HIST 295. Mutually Exclusive: Cannot register for HIST 395 if student has credit for HIST 295. ,,2021-2022,,,,,,
4677,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=401&p_subj=HIST,401,,The Age Of Attila The Hun,3,,UG,,"Description: This course examines the fifth century A.D. in Western Europe, when the Roman Empire ended and new kingdoms were established from Britain to North Africa. The ""barbarian invasions"" and Attila and the Huns will be considered. Research seminar format. Open to juniors and seniors. Open to others only with permission of instructor. (Please note that class rank is determined by year of matriculation, not credits.) ",,2021-2022,,,,,,
4678,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=403&p_subj=HIST,403,,Advanced Research Seminar,3,,UG,,"Description: Restricted to students admitted to History Honors Program. Seminar is designed to advance students from preliminary research to development of a formal prospectus for the honors thesis and a first draft of one section. Open to juniors and seniors. Open to others only with permission of instructor. (Please note that class rank is determined by year of matriculation, not credits.) Instructor Permission Required.",,2021-2022,,,,,,
4679,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=404&p_subj=HIST,404,,History Honors Thesis,3,,UG,,"Description: Restricted to students admitted to History Honors Program. Seminar is designed to advance students from prospectus to draft and final version of the honors thesis.  Prerequisite: HIST 403 and approval of Director of Undergraduate Studies. Open to juniors and seniors. Open to others only with permission of instructor. (Please note that class rank is determined by year of matriculation, not credits.) Instructor Permission Required.",,2021-2022,,,,,,
4680,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=409&p_subj=HIST,409,,"Christian Holy Wars, 1095-1492",3,,UG,,"Description: This course examines the crusading movement between the proclamation of the First Crusade in 1095 and the fall of Muslim Granada in 1492. It focuses on the wars against Muslims in the Middle East and Iberia, Baltic crusades against pagans, wars against Christian heretics in Europe, and political crusades. ",,2021-2022,,,,,,
4681,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=414&p_subj=HIST,414,,Wwi In Europe,3,,UG,,"Description: The First World War transformed Europe and the world. This seminar examines the debates over the origins of the war; the effects of the war itself on European societies and economies; and the political outcomes of the war, on international relations as well as on domestic politics. ",,2021-2022,,,,,,
4682,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=418&p_subj=HIST,418,,How Historians Think,3,,UG,,"Description: The course will familiarize students with how historians think about research, problem setting, problem solving, innovation, historical problems and histories outside the nation state. Students read one book or its equivalent each week and write a 20-page research paper on the relation of primary and secondary sources. ",,2021-2022,,,,,,
4683,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=420&p_subj=HIST,420,,Mexican History,3,,UG,,"Description: This course is an advanced undergraduate seminar examining the history of Mexico from Independence to the Present. It addresses topics including the war of Independence (1810-1821), civil wars and foreign invasions in the nineteenth and twentieth centuries, as well as social, cultural religious, political and economic transformations. Graduate/Undergraduate Equivalency: HIST 500. Mutually Exclusive: Cannot register for HIST 420 if student has credit for HIST 500. ",,2021-2022,,,,,,
4684,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=421&p_subj=HIST,421,,"Race, Education & Society",3,,UG,,"Description: An examination of urban life and education since the decision in Brown v. Board. Seminar focuses on the Brown cases, the development of the post war city in the context of American race relations, the course of court-ordered desegregation, and the impact of recent reforms on urban schools and neighborhoods. Open to juniors and seniors. Open to others only with permission of instructor. (Please note that class rank is determined by year of matriculation, not credits.) Graduate/Undergraduate Equivalency: HIST 521. Mutually Exclusive: Cannot register for HIST 421 if student has credit for HIST 521. ",,2021-2022,,,,,,
4685,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=424&p_subj=HIST,424,,Raj And Resistance,3,,UG,,"Description: Examination of the development and nature of the British-Indian relationship. From John Company to Company Raj (17th to 20th centuries), British mercantile and imperial ambitions in South Asia were met by indigenous movements of political independence and popular resistance across the subcontinent, in Bengal, Mysore, Punjab, Delhi and beyond. Open to juniors and seniors. Open to others only with permission of instructor. (Please note that class rank is determined by year of matriculation, not credits.) ",,2021-2022,,,,,,
4686,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=430&p_subj=HIST,430,,Science And Tech In Asia,3,,UG,,"Description: Science and technology studies in East Asia is an expanding, multidisciplinary field.  Sociologists, anthropologists, and philosophers have taken on questions of innovation and indigeneity to make sense of the parameters that define knowledge systems in Asia and the Global South.  As industrial centers in East Asia continue to intensify, so does a swelling sentiment to capture and maintain national and cultural legacies. What do histories of science and technology in East Asia look like?  What should they represent? To answer these questions, this course uses histories of scientific and technological artifacts to explore the boundaries between forms of knowledge and expertise that are both common and uncommon. Each week, we will pair an artifact or process with core literature from Science and Technology and Society (STS) studies to read again the grain and raise new historical questions. Rather than a comprehensive survey of scientific ideas alone, this course takes on histories of everyday objects and their practices to expand the scope of STS at large. ",,2021-2022,,,,,,
4687,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=434&p_subj=HIST,434,,Islamophobia And America,3,,UG,,"Description: Seminar explores issues of contact and exploration between Western and Islamic worlds, from the Crusades to the modern era. Investigations will explore how identities are formed and reshaped through interaction with other cultures and how traditions are ""invented"" by relationships between civilization and despotism, freedom and tyranny, religious tolerance and holy war. Open to juniors and seniors. Open to others only with permission of instructor. (Please note that class rank is determined by year of matriculation, not credits.) ",,2021-2022,,,,,,
4688,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=435&p_subj=HIST,435,,Slave Rebellions,3,,UG,,Description: Students will examine the different ways historians have written about uprisings among enslaved people in the Atlantic world as preparation for a final paper examining some aspect of a major uprising. The final paper will be a major essay (ca. 20 pp.) based on primary sources. ,,2021-2022,,,,,,
4689,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=436&p_subj=HIST,436,,America In The Middle East,3,,UG,,"Description: Seminar explores evolution of American involvement in the Middle East from missionary origins in the early 19th century to superpower hegemony in the 20th.  Puts into perspective central issues such as the U.S. role in the Arab-Israeli conflict, the question of terrorism, and the U.S. invasion/occupation of Iraq in 2003. Open to juniors and seniors. Open to others only with permission of instructor. (Please note that class rank is determined by year of matriculation, not credits.) Graduate/Undergraduate Equivalency: HIST 603. Mutually Exclusive: Cannot register for HIST 436 if student has credit for HIST 603. ",,2021-2022,,,,,,
4690,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=443&p_subj=HIST,443,,"Multicultural Europe,1400-1700",3,,UG,,"Description: The art of Europe was never the product of a single culture working in isolation. This seminar will explore the multicultural aspects of medieval and early modern Europe by focusing on the visual culture of groups who defined themselves or are today defined by nationality, race, or religion. Open to juniors and seniors. Open to others only with permission of instructor. (Please note that class rank is determined by year of matriculation, not credits.) Cross-list: HART 435, MDEM 435.",,2021-2022,,,,,,
4691,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=445&p_subj=HIST,445,,Writing Histories Of Work,3,,UG,,"Description: Work in the modern world is about earning a living, identity, creativity, morality, and much more.  This course emphasizes full-length research papers related to experiences, struggles, and meanings of work.  The arguments and conclusions of these papers will be based on sources from the time under investigation, and will show the student’s grasp of the relevant scholarly literature.  Assigned readings for all students mostly concern the modern European past; students can choose any setting worldwide since 1492 for their research paper.  This class is useful for students considering law school or graduate study in history.  HIST 305 Reading Histories of Work is complementary to this course, but one does not require the other.  This course has fewer common assigned readings than HIST 305, in order to make space for project-specific reading and writing; students will periodically present sources and drafts to the class.  The assignments for HIST 445 and HIST 305 do not overlap.  Open to juniors and seniors.  Open to others only with permission of instructor.  (Please note that class rank is determined by year of matriculation, not credits.) ",,2021-2022,,,,,,
4692,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=455&p_subj=HIST,455,,The History Of Human Rights,3,,UG,,"Description: What are human rights, and what does it mean to call them “universal”? How do rights across borders, such as those needed by refugees, fit with rights within borders that citizens use to exercise sovereignty? How do new (or previously unrecognized) rights emerge, such as rights for sexual minorities? And how can we write histories of ideas that are claimed to be timeless? This advanced history seminar draws on multiple disciplines, especially anthropology and law, to answer these and other questions. Students undertake independent research on an issue of their choosing. This class is important for students considering law school or graduate study in history. Open to juniors and seniors. Open to others only with permission of instructor. (Please note that class rank is determined by year of matriculation, not credits.) ",,2021-2022,,,,,,
4693,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=459&p_subj=HIST,459,,Nazism And The Holocaust,3,,UG,,"Description: Seminar uses sources from the time and historians' interpretations to analyze Nazism and the Holocaust, especially pre-war racial policy; economic policy; labor; the war experience; and the phases and legacies of the Holocaust. ",,2021-2022,,,,,,
4694,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=461&p_subj=HIST,461,,Ww Ii: A Political History,3,,UG,,"Description: World War Two was not just a military conflict, but also a violent political and social struggle. Seminar explores the main ideologies and political blueprints devised during the war in the United States, Western and Eastern Europe. Open to juniors and seniors. Open to others only with permission of instructor. (Please note that class rank is determined by year of matriculation, not credits.) ",,2021-2022,,,,,,
4695,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=464&p_subj=HIST,464,,Cold War U.S. Foreign Policy,3,,UG,,Description: Seminar on American foreign policy during the Cold War. Readings and research. ,,2021-2022,,,,,,
4696,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=477&p_subj=HIST,477,,Special Topics,1 to 4,,UG,,Description: Topics and credit hours may vary each semester. Contact department for current semester's topic(s).  Repeatable for Credit. ,,2021-2022,,,,,,
4697,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=494&p_subj=HIST,494,,Ruling Hindustan,3,,UG,,"Description: Seminar on 16th century Central Asian Muslim Turks who conquered India and, in collusion with local political and social forces, developed a sophisticated syncretic royal culture. Focus on culture, fine arts, architecture, familial relations and religious/spiritual practices in Islam. Readings include memoirs and letters of the royal family, Hindu courtiers, visiting Jesuit priests, and European merchants. A major research component is included. ",,2021-2022,,,,,,
4698,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=500&p_subj=HIST,500,,Mexican History,3,,G,,"Description: This reading seminar examines Mexico from the early nineteenth century to present through reading classic and current scholarship. It delves into questions in Mexican historiography such as political instability, economic development and inequality, the origins of social movements, the Mexican Revolution and the relationship with the US. Graduate/Undergraduate Equivalency: HIST 420. Mutually Exclusive: Cannot register for HIST 500 if student has credit for HIST 420. ",,2021-2022,,,,,,
4699,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=508&p_subj=HIST,508,,Modern Latin America,3,,G,,"Description: Graduate reading seminar on Latin America from the early nineteenth century to present through reading classic and current most relevant scholarship. Political events will provide the periodic framework of the course but it will delve on major economic, social and cultural developments to understand the complex social formations that comprise contemporary Latin American societies. Graduate/Undergraduate Equivalency: HIST 228.",,2021-2022,,,,,,
4700,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=509&p_subj=HIST,509,,Directed Readings,1 to 3,,G,,Description: Graduate level independent readings course. Topics vary.  Repeatable for Credit. ,,2021-2022,,,,,,
4701,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=510&p_subj=HIST,510,,Directed Readings,1 to 3,,G,,Description: Graduate level independent reading course. Topics vary.  Repeatable for Credit. ,,2021-2022,,,,,,
4702,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=521&p_subj=HIST,521,,"Race, Education & Society",3,,G,,"Description: An examination of urban life and education since the decision in Brown v. Board. Seminar focuses on the Brown cases, the development of the post war city in the context of American race relations, the course of court-ordered desegregation, and the impact of recent reforms on urban schools and neighborhoods Graduate/Undergraduate Equivalency: HIST 421. Mutually Exclusive: Cannot register for HIST 521 if student has credit for HIST 421. ",,2021-2022,,,,,,
4703,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=525&p_subj=HIST,525,,The Black Freedom Struggle,3,,G,,"Description: Interdisciplinary graduate reading seminar on recent scholarship about the history of Black freedom struggles, broadly construed across space and time, but focusing on the Americas (especially the United States), the Caribbean, and Africa, from the beginning of the transatlantic slave trade through the global twentieth-century movements for civil rights and decolonization. ",,2021-2022,,,,,,
4704,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=535&p_subj=HIST,535,,"Rice, Slavery, & Segregation",3,,G,,"Description: Students in this course will work with the Task Force on Slavery, Segregation and Racial Injustice, perform original research on the history of Rice University, and situate that research within a broader national & international context of academic & public history work on universities and racism. ",,2021-2022,,,,,,
4705,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=542&p_subj=HIST,542,,Modern Middle East,4,,G,,Description: Topics will vary. Graduate/Undergraduate Equivalency: HIST 275.,,2021-2022,,,,,,
4706,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=575&p_subj=HIST,575,,Intro Doctoral Studies,3,,G,,"Description: Introduction to a range of methodological and theoretical approaches to historical research, as well as to important current debates about the nature of historical investigation and interpretation. ",,2021-2022,,,,,,
4707,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=577&p_subj=HIST,577,,Pedagogy Seminar,3,,G,,Description: For ABD students who intend to teach. Required for those who intend to teach for the department. ,,2021-2022,,,,,,
4708,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=578&p_subj=HIST,578,,Prospectus Seminar,3,,G,,Description: Seminar on prospectus and grant-writing for third-year graduate students. Required for students in the third year. ,,2021-2022,,,,,,
4709,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=587&p_subj=HIST,587,,19Th Century Us Research,3,,G,,"An error occurred: HTTPSConnectionPool(host='courses.rice.edu', port=443): Read timed out. (read timeout=1)",,2021-2022,,,,,,
4710,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=591&p_subj=HIST,591,,Graduate Reading,1,,G,,Description: Graduate reading in conjunction with another course.  Repeatable for Credit. ,,2021-2022,,,,,,
4711,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=599&p_subj=HIST,599,,Advanced Museum Studies,3,,G,,"An error occurred: HTTPSConnectionPool(host='courses.rice.edu', port=443): Read timed out. (read timeout=1)",,2021-2022,,,,,,
4712,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=601&p_subj=HIST,601,,Master'S Thesis Research,3,,G,,"An error occurred: HTTPSConnectionPool(host='courses.rice.edu', port=443): Read timed out. (read timeout=1)",,2021-2022,,,,,,
4713,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=602&p_subj=HIST,602,,Master'S Thesis Research,3,,G,,Description: Continuation of HIST 601. Must complete both HIST 601 and 602 to receive credit. ,,2021-2022,,,,,,
4714,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=603&p_subj=HIST,603,,America In The Middle East,3,,G,,Description: Graduate seminar examining the encounter between the United States and Middle Eastern societies since the nineteenth century. Graduate students will complete all UG requirements in as well as an additional 15 page essay to be submitted with the project prospectus. Final papers must be at least 25 pages and incorporate non-English research as appropriate. Graduate/Undergraduate Equivalency: HIST 436. Mutually Exclusive: Cannot register for HIST 603 if student has credit for HIST 436. ,,2021-2022,,,,,,
4715,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=677&p_subj=HIST,677,,Special Topics,1 to 4,,G,,Description: Topics and credit hours vary each semester. Contact department for current semester's topic(s).  Repeatable for Credit. ,,2021-2022,,,,,,
4716,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=700&p_subj=HIST,700,,Third-Year Research,4 to 12,,G,,Description: Appropriate for third-year graduate students who are working on their prospectus and have not yet taken their general exam.  Repeatable for Credit. ,,2021-2022,,,,,,
4717,HIST,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=800&p_subj=HIST,800,,Ph.D. Research,9 to 12,,G,,Description: Research for doctoral dissertation.  Repeatable for Credit. ,,2021-2022,,,,,,
4718,HONS,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=238&p_subj=HONS,238,,Special Topics,1 to 4,,UG,,Description: Topics and credit hours vary each semester. Contact department for current semester's topic(s).  Repeatable for Credit. ,,2021-2022,,,,,,
4719,HONS,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=477&p_subj=HONS,477,,Special Topics,1 to 4,,UG,,Description: Topics and credit hours vary each semester. Contact department for current semester's topic(s).  Repeatable for Credit. ,,2021-2022,,,,,,
4720,HUMA,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=102&p_subj=HUMA,102,,Renaissance To Present,3,,UG,,"Description: Study of the foundational intellectual and artistic texts of the Western tradition from the Renaissance to Einstein. Consideration of texts and images over time and in their historical development as we reflect on who are and how we got here. Readings from Machiavelli, Shakespeare, Kant, Flaubert, Nietzsche, Freud, Beauvoir, Einstein, Levi, Kuhn, Borges, and King, and images from such artists as Michelangelo, Goya, and Picasso. ",,2021-2022,,,,,,
4721,HUMA,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=107&p_subj=HUMA,107,,Greek Civilization & Legacy,3,,UG,,"Description: An examination of the literary, artistic, and intellectual achievements of classical Greek civilization from Homer through the golden age of classical Athens to the spread of Greek culture in the Hellenistic world. The influence of ancient Greece on Western culture will be a focus. Case studies in the later reception of classical Greek literature (e.g. tragedy), philosophy (e.g., Socrates), history (e.g., democracy), and art (e.g., Parthenon) will be examined. Cross-list: CLAS 107.",,2021-2022,,,,,,
4722,HUMA,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=111&p_subj=HUMA,111,,Roman Civilization &Its Legacy,3,,UG,,"Description: This course will investigate central aspects of Roman civilization: politics, religion, law, oratory, private life, public entertainment, literature, and visual art and architecture. Through case studies, we will also examine the place of ancient Rome in the western imagination, and the influence of ancient Rome on later politics, literature, and art. Cross-list: CLAS 108.",,2021-2022,,,,,,
4723,HUMA,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=121&p_subj=HUMA,121,,Is All The World A Stage?,3,,UG,,"Description: We seem to find or make theater wherever we look. In halls and on stages, but also in Senate chambers and check-out lines - not to mention online. In the small rooms of houses and on small screens of reality television programming. Whether streaming or tweeting, drama is everywhere. What is drama such that it enjoys such intensity and ubiquity? Is it an overflow of energy that creates authenticity? An artificially heightened state (as in “too much drama”)? A carefully crafted manipulation (as in “political drama”)? A way of being in space? A cultural habit? This course considers why theater is so central to our idioms and cultural practices even for people who have never seen, much less set foot on, a proscenium stage. We’ll explore the many senses of drama central to social behavior by witnessing the long transit of theater from the classical amphitheater to just about anywhere. The course is designed to offer an introduction to the history and conventions of theatrical practice, from the ancient theater to 21st-century immersive and site-specific performance, which will offer a lens for understanding the drama of human interaction that spills out everywhere. Class sessions will include: 1) lecture/discussions about the histories of theater and languages of performance; 2) Learning Lab sessions that allow students to create their own personal theatrical experience with a combination of acting and directing exercises, live performance experiences, and conversations with theater professionals; and 3) theater of the everyday exercises inviting students to look at the world from the point of view of theatrical experience. No previous theater experience or training required. ",,2021-2022,,,,,,
4724,HUMA,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=125&p_subj=HUMA,125,,What Is Ethical: Big Questions,3,,UG,,"Description: “What is the ethical thing to do?” can be interpreted in various ways. What rules do ethical theories prescribe? What reasons can be given for and against different ethical theories? How have different ethical theories been developed – where do they come from? What binding force, if any, do ethical theories have? And, most importantly, how should we live? What does ethical reflection about our lives and our practices reveal? Students will be introduced to theoretical ethics and practical ethics. In Part One, roughly the first 8-9 weeks of the course, they will study classic works in philosophical ethics – and contemporary responses to them. They will learn philosophical arguments for and against these ethical theories. Guest lecturers will shed light on historical circumstances that led to their formation and on cross-cultural comparisons. In Part Two, roughly the last 6-7 weeks of the course, they will work through two topics in practical ethics: the treatment of animals and reparations for slavery. The course will conclude with an Ethics Lab, in which students work in small groups to gather information on a chosen topic in practical ethics and analyze it from the perspective of different ethical theories. ",,2021-2022,,,,,,
